platform,country,region,language,category,hashtag,title_keywords,author_handle,sound_type,music_track,week_of_year,duration_sec,views,likes,comments,shares,saves,engagement_rate,trend_label,source_hint,notes,device_type,upload_hour,genre,trend_duration_days,trend_type,engagement_velocity,dislikes,comment_ratio,share_rate,save_rate,like_dislike_ratio,publish_dayofweek,publish_period,event_season,tags,sample_comments,creator_avg_views,creator_tier,season,publish_date_approx,year_month,title,title_length,has_emoji,avg_watch_time_sec,completion_rate,device_brand,traffic_source,is_weekend,row_id,engagement_total,like_rate,dislike_rate,engagement_per_1k,engagement_like_rate,engagement_comment_rate,engagement_share_rate
TikTok,Nigeria,Africa,English,Fashion,#Pets,Night Routine — Summer,MusicByOlivia,licensed,Runway loop,4,14,30114,1655,196,125,104,0.069071,declining,TikTok Creative Center,fast captions,iOS,18,Pets,17,Medium,1771.41,22,0.006509,0.004151,0.003454,71.956522,Sunday,Evening,Regular,"cute, cats, dogs",Instant like!,83485.9,Mid,Fall,26.01.2025,2025-01,Dog fails you can’t miss ⚽,26,1,10.6,0.757,Samsung,ForYou,1,96075ba5a1e00c8ee8ee51ccd580fa0a,2080,0.054958,0.000731,69.071,0.0549578269243541,0.00650860065086,0.0041508932722321
TikTok,United States,North America,English,Food,#GameClip,Valorant — Insane Highlights!,InsideVision,licensed,Street vibe,17,29,19398,1638,210,177,221,0.115785,declining,TikTok Creative Center,emoji overlays,Android,20,Gaming,3,Short,6466.0,10,0.010826,0.009125,0.011393,148.909091,Friday,Evening,Regular,"gaming, clips, fps, highlights, esports",Can’t stop watching 😂,96533.9,Mid,Fall,25.04.2025,2025-04,Insane EA FC 25 Highlights! 💪,29,1,19.1,0.659,iPhone,Following,1,6955ce19f525029eaa845382b2b775ac,2246,0.084442,0.000516,115.785,0.0844416950201051,0.0108258583359109,0.009124652025982
YouTube,Australia,Oceania,English,News,#HiddenGems,Street Food Tour in Paris,FatmaYT,licensed,Neutral piano,11,26,29603,709,105,82,47,0.031855,rising,Public Reports,fast captions,Android,23,Travel,3,Short,9867.67,100,0.003547,0.00277,0.001588,7.019802,Friday,Night,SummerBreak,"travel, guide, vlog, food tour",Thanks for this!,93418.0,Mid,Summer,14.03.2025,2025-03,24 Hours in Istanbul,20,0,11.0,0.423,Samsung,Search,1,97f823311d280867cad8f8390af9152c,943,0.02395,0.003378,31.855,0.0239502753099348,0.003546937810357,0.0027699895280883
TikTok,Saudi Arabia,Asia,Arabic,Tech,#FYP,POV: 2025,YukiOfficial,trending,Glitch hop,23,25,131628,11109,1404,1100,793,0.109445,seasonal,TikTok Creative Center,fast captions,iOS,16,Comedy,4,Short,32907.0,176,0.010666,0.008357,0.006025,62.762712,Tuesday,Afternoon,SummerBreak,"relatable, sketch, funny, comedy",تحفة بصراحة!,85369.3,Mid,Summer,03.06.2025,2025-06,If Summer was honest 🍔,22,1,19.9,0.796,Pixel,ForYou,0,fad3119fdbfbbaf7d9478bf4206ca1fe,14406,0.084397,0.001337,109.445,0.0843969368219527,0.0106664235572978,0.0083568845534384
TikTok,Poland,Europe,Polish,Tech,#AI,My Favorite Productivity Apps,OliviaVlogs,original,Futurist pad,16,34,170486,10384,1040,1244,881,0.079473,stable,Public Reports,fast captions,Android,19,Tech,3,Short,56828.67,372,0.0061,0.007297,0.005168,27.839142,Friday,Evening,Regular,"tutorial, tech, tools, ai, apps",So underrated!,105863.9,Mid,Fall,18.04.2025,2025-04,Build This in 10 Minutes 🎯,26,1,28.5,0.838,iPhone,Search,1,9fa9d9cecc943ad45be9ff042e31e898,13549,0.060908,0.002182,79.473,0.0609082270684982,0.0061002076416831,0.0072967868329364
YouTube,Nigeria,Africa,English,Lifestyle,#Travel,Hidden Gems of Dubai,SofiaChannel,original,Chill guitar,5,25,144713,9062,1072,1180,595,0.082294,rising,TikTok Creative Center,storytime,Android,12,Travel,3,Short,48237.67,446,0.007408,0.008154,0.004112,20.272931,Sunday,Afternoon,Regular,"hidden gems, travel, food tour, vlog",Can’t stop watching 😂,94550.8,Mid,Spring,02.02.2025,2025-02,Hidden Gems of Dubai,20,0,12.9,0.516,Samsung,External,1,436f8d726aecc798220c2ce0900d3bf7,11909,0.06262,0.003082,82.294,0.0626204971218895,0.0074077657155887,0.0081540704705175
TikTok,Kenya,Africa,Swahili,Food,#Relatable,If Beginners was honest,FitnessWithAli,licensed,Kitchen groove,23,26,21171,1265,151,111,80,0.075906,seasonal,TikTok Creative Center,cinematic b-roll,Android,18,Comedy,7,Short,3024.43,21,0.007132,0.005243,0.003779,57.5,Monday,Evening,HolidaySeason,"comedy, sketch, relatable",Instant like!,101657.1,Mid,Winter,02.06.2025,2025-06,If Budget was honest 🍔,22,1,16.9,0.65,iPhone,ForYou,0,756fe7dcc98c2b7c0c0e310789d39f9c,1607,0.059752,0.000992,75.906,0.0597515469274006,0.0071323980917292,0.0052430211137877
YouTube,Colombia,South America,Spanish,Art,#LearnOnTikTok,Weekly Reset — 2025,AyakaOfficial,licensed,Indie brush,5,38,103186,3246,487,345,431,0.043698,seasonal,TikTok Creative Center,emoji overlays,Android,21,Education,6,Short,17197.67,152,0.00472,0.003343,0.004177,21.215686,Saturday,Evening,Regular,"productivity, study, tips",No puedo parar de mirar 😂,89114.6,Mid,Fall,01.02.2025,2025-02,How I Take Notes for College 🍔,30,1,18.7,0.492,iPhone,Suggested,1,8ea64c7b4f4936ee449a97683a8d1d36,4509,0.031458,0.001473,43.698,0.0314577558971178,0.004719632508286,0.0033434768282518
YouTube,Argentina,South America,Spanish,Travel,#OOTD,How to style Budget,AhmedYT,licensed,Waves & bells,34,44,19825,863,107,89,55,0.056192,stable,TikTok Creative Center,subtitles,Android,17,Fashion,53,Evergreen,374.06,102,0.005397,0.004489,0.002774,8.378641,Friday,Evening,SummerBreak,"fashion, ootd, style, grwm",¡Increíble!,97201.9,Mid,Summer,22.08.2025,2025-08,Outfits for Bold,16,0,26.2,0.595,Samsung,Home,1,544da4f00be21143840736deaebadad9,1114,0.043531,0.005145,56.192,0.043530895334174,0.0053972257250945,0.0044892812105926
YouTube,Nigeria,Africa,English,DIY,#Workout,Morning Routine — 2025,LinaShorts,original,Toolbox clack,6,44,56906,3498,389,297,220,0.077391,stable,TikTok Creative Center,b-roll heavy,Android,16,Sports,3,Short,18968.67,334,0.006836,0.005219,0.003866,10.441791,Friday,Afternoon,Regular,"gym, workout, football",Instant like!,118188.8,Mid,Winter,07.02.2025,2025-02,Speed drills for beginners,26,0,19.6,0.445,Samsung,Suggested,1,9666e7159c41c7c96652b5ffe9192856,4404,0.06147,0.005869,77.391,0.061469792289038,0.006835834534144,0.0052191333075598
TikTok,United Arab Emirates,Asia,Arabic,Fashion,#DanceChallenge,Morning Routine — Summer,UrbanLabs,licensed,Pop groove,33,44,134951,9920,1012,855,620,0.091937,stable,TikTok Creative Center,b-roll heavy,iOS,19,Dance,7,Short,19278.71,271,0.007499,0.006336,0.004594,36.470588,Friday,Evening,Regular,"music, trend, dance",مش قادر أبطل اتفرج 😂,101916.4,Mid,Fall,15.08.2025,2025-08,Try this move 👉 🎵,17,1,25.5,0.58,Vivo,ForYou,1,8fea6591892a07da5d5d290075fc4d4c,12407,0.073508,0.002008,91.937,0.0735081622218434,0.0074990181621477,0.006335632933435
YouTube,Philippines,Asia,Filipino,Pets,#FYP,Night Routine — Budget,Lina,licensed,Purr loop,20,44,284337,10827,883,808,2167,0.051646,stable,TikTok Creative Center,emoji overlays,Android,0,Lifestyle,4,Short,71084.25,1424,0.003105,0.002842,0.007621,7.597895,Thursday,Night,Regular,"motivation, lifestyle, daily",This is fire 🔥,92945.6,Mid,Winter,15.05.2025,2025-05,Night Routine — Budget,22,0,32.4,0.736,Samsung,Search,0,9e0cf60614339c55cfbde5e47715744e,14685,0.038078,0.005008,51.646,0.0380780552654069,0.0031054699177384,0.0028416984071717
TikTok,Canada,North America,English,Fitness,#FYP,Street Food Tour in Seoul,AhmedOfficial,licensed,Hype trap,31,22,107809,5687,850,374,444,0.068223,stable,Public Reports,b-roll heavy,iOS,19,Travel,9,Medium,11978.78,238,0.007884,0.003469,0.004118,23.794979,Monday,Evening,HolidaySeason,"hidden gems, food tour, guide, travel, vlog",This is fire 🔥,106317.9,Mid,Winter,28.07.2025,2025-07,24 Hours in Dubai,17,0,15.3,0.695,iPhone,ForYou,0,3a11afcf44e20b7d393e7955465111ca,7355,0.052751,0.002208,68.223,0.0527506979936739,0.0078843139255535,0.0034690981272435
YouTube,United Arab Emirates,Asia,Arabic,Education,#HiddenGems,Hidden Gems of Dubai,LucasShorts,trending,Chalkboard beat,26,45,148082,7150,969,903,1155,0.068725,rising,Public Reports,cinematic b-roll,Android,18,Travel,3,Short,49360.67,269,0.006544,0.006098,0.0078,26.481481,Sunday,Evening,HolidaySeason,"hidden gems, guide, vlog, travel",جامد جدًا 🔥,87499.9,Mid,Winter,29.06.2025,2025-06,24 Hours in Cairo 🎵,19,1,32.1,0.713,Samsung,Home,1,ac6af6fb9cd931c058a22f8f145d2721,10177,0.048284,0.001817,68.725,0.0482840588322686,0.0065436717494361,0.0060979727448305
YouTube,Australia,Oceania,English,Finance,#Foodie,Is Tacos worth the hype?,MayaYT,trending,Subtle groove,27,32,46584,2432,210,159,310,0.066783,rising,Public Reports,fast captions,Android,23,Food,34,Evergreen,1370.12,109,0.004508,0.003413,0.006655,22.109091,Wednesday,Night,SummerBreak,"recipe, kitchen, food, fast",This is fire 🔥,116096.1,Mid,Summer,02.07.2025,2025-07,5-Minute Koshari,16,0,21.0,0.656,iPhone,Suggested,0,e52e4b812be26cbdf85d30c170f99929,3111,0.052207,0.00234,66.783,0.0522067662716812,0.0045079855744461,0.0034131890777949
TikTok,Argentina,South America,Spanish,Art,#Cover,Underrated artists you need to hear,TechieMaya,trending,Gallery pad,16,20,355036,22435,2546,2138,1630,0.080975,rising,TikTok Creative Center,subtitles,iOS,23,Music,3,Short,118345.33,960,0.007171,0.006022,0.004591,23.345473,Saturday,Night,BackToSchool,"beat, cover, song",¡Increíble!,97915.1,Mid,Fall,19.04.2025,2025-04,Underrated artists to hear 🏖️,29,1,14.7,0.735,Oppo,ForYou,1,9931c3b6026a28d083d22f03f9bed0f1,28749,0.063191,0.002704,80.975,0.0631907750199979,0.0071711037753917,0.00602192453723
YouTube,Poland,Europe,Polish,Fitness,#Makeup,Skincare routine for Budget,OfficialAmr,trending,HIIT drums,35,34,36305,2388,358,318,161,0.088831,stable,TikTok Creative Center,split-screen,Android,22,Beauty,7,Short,5186.43,314,0.009861,0.008759,0.004435,7.580952,Friday,Evening,Regular,"makeup, beauty, tips, grwm, skincare",This is fire 🔥,78225.0,Mid,Fall,29.08.2025,2025-08,Makeup Basics You Need,22,0,21.0,0.618,iPhone,Home,1,714a398e27879f12e8085510b00eed0c,3225,0.065776,0.008649,88.831,0.0657760639030436,0.0098609007023825,0.0087591240875912
YouTube,Sweden,Europe,Swedish,News,#Pets,Night Routine — College,CookingWithMaya,licensed,Ambient pulse,9,25,90879,3091,361,219,193,0.042518,rising,TikTok Creative Center,split-screen,iOS,22,Pets,5,Short,18175.8,341,0.003972,0.00241,0.002124,9.038012,Friday,Evening,BackToSchool,"pets, cats, cute, dogs",This is fire 🔥,113842.7,Mid,Fall,28.02.2025,2025-02,My cat did this 😂,17,1,13.1,0.524,iPhone,Home,1,d019eb2a01a888c5ffa2b55cfc0690e0,3864,0.034012,0.003752,42.518,0.034012258057417,0.0039723148362107,0.0024097976430198
TikTok,Netherlands,Europe,Dutch,Education,#Dance,Morning Routine — 2025,MissFatma,trending,Soft focus,35,30,448804,28992,3288,2777,2209,0.083034,seasonal,Open Web Samples,hook in 2s,iOS,19,Dance,7,Short,64114.86,616,0.007326,0.006188,0.004922,46.988655,Monday,Evening,HolidaySeason,"music, dance, trend, challenge",Thanks for this!,110714.4,Mid,Winter,25.08.2025,2025-08,Try this move 👉 🎵,17,1,15.5,0.517,iPhone,ForYou,0,25010989688f83767946db61e104d0db,37266,0.064598,0.001373,83.034,0.0645983547383713,0.0073261379132093,0.0061875562606393
TikTok,Morocco,Africa,Arabic,News,#FYP,Best Settings for Minecraft,FitnessWithAli,trending,Neutral piano,17,57,13742,1128,98,80,284,0.115704,stable,Open Web Samples,emoji overlays,Android,12,Gaming,33,Evergreen,416.42,46,0.007131,0.005822,0.020667,24.0,Tuesday,Afternoon,SummerBreak,"gaming, highlights, clips",شرح ممتاز 👏,101657.1,Mid,Summer,22.04.2025,2025-04,Insane Fortnite Highlights! 🧠,29,1,41.2,0.723,Samsung,ForYou,0,09e3a1adc255704961bb183379796c57,1590,0.082084,0.003347,115.704,0.0820841216707902,0.0071314219182069,0.005821568912822
YouTube,Japan,Asia,Japanese,Lifestyle,#Makeup,GRWM — Productivity Look,VividLabs,trending,Chill guitar,32,21,40547,1484,132,109,229,0.048191,seasonal,TikTok Creative Center,cinematic b-roll,Android,2,Beauty,8,Medium,5068.38,97,0.003255,0.002688,0.005648,15.142857,Friday,Night,HolidaySeason,"makeup, skincare, grwm, beauty",ずっと見ちゃう😂,104933.1,Mid,Winter,08.08.2025,2025-08,GRWM — Summer Look ✨,20,1,13.9,0.662,Samsung,Home,1,fa08e194e4dd9de63d5477f5100b44d7,1954,0.0366,0.002392,48.191,0.0365995018127111,0.0032554812933139,0.002688238340691
YouTube,Turkey,Europe,Turkish,News,#DogTok,Weekly Reset — Summer,ChannelJiwoo,trending,Ticker bed,24,40,42989,1392,148,161,89,0.041639,rising,Public Reports,facecam,iOS,23,Pets,16,Medium,2686.81,196,0.003443,0.003745,0.00207,7.06599,Friday,Night,Regular,"pets, dogs, cats, cute",Can’t stop watching 😂,105890.8,Mid,Spring,13.06.2025,2025-06,My cat did this 😂,17,1,28.0,0.7,Huawei,Home,1,505ad1c225e74abf4f3bbc643103bd76,1790,0.03238,0.004559,41.639,0.0323803763753518,0.0034427411663448,0.0037451441066319
TikTok,Sweden,Europe,Swedish,Education,#Esports,Fortnite — Insane Highlights!,FitnessWithNoor,original,Soft focus,6,18,241525,25245,3302,1688,2916,0.137257,declining,TikTok Creative Center,fast captions,Android,0,Gaming,4,Short,60381.25,332,0.013671,0.006989,0.012073,75.810811,Sunday,Night,SummerBreak,"esports, fps, highlights, clips, valorant",Can’t stop watching 😂,134413.3,Mid,Summer,09.02.2025,2025-02,Best Settings for Fortnite ⚽,28,1,10.5,0.583,Samsung,Search,1,cca4d458956b31132e6d192ce84d506e,33151,0.104523,0.001375,137.257,0.1045233412690197,0.0136714625815133,0.0069889245419728
YouTube,Netherlands,Europe,Dutch,DIY,#MorningRoutine,Night Routine — Summer,MissJiwoo,trending,Toolbox clack,30,28,138395,7018,972,705,571,0.066953,seasonal,Public Reports,hook in 2s,iOS,2,Lifestyle,55,Evergreen,2516.27,1029,0.007023,0.005094,0.004126,6.813592,Monday,Night,BackToSchool,"routine, motivation, daily",Instant like!,92277.3,Mid,Fall,21.07.2025,2025-07,Morning Routine — 2025,22,0,14.3,0.511,Samsung,Suggested,0,0b5a2bc48af032aabb21d930a98d8913,9266,0.05071,0.007435,66.953,0.0507099244914917,0.0070233751219335,0.0050941146717728
TikTok,Canada,North America,English,News,#Football,Morning Routine — Beginners,VividWorks,trending,Ticker bed,24,20,168156,14347,1477,1617,1770,0.114245,stable,Open Web Samples,subtitles,Android,19,Sports,14,Medium,12011.14,265,0.008784,0.009616,0.010526,53.93609,Monday,Evening,Regular,"football, sports, gym",Can’t stop watching 😂,129372.5,Mid,Spring,09.06.2025,2025-06,Football skills in 60s 🏖️,25,1,10.4,0.52,Samsung,ForYou,0,e1c17b0b0e325199f52674e587fa1e4a,19211,0.08532,0.001576,114.245,0.0853195841956278,0.0087835105497276,0.0096160707914079
TikTok,South Korea,Asia,Korean,Automotive,#FYP,When your friend is College,MusicByNoor,original,Engine rev,19,36,111675,5170,792,410,352,0.06021,rising,TikTok Creative Center,b-roll heavy,Android,22,Comedy,5,Short,22335.0,210,0.007092,0.003671,0.003152,24.50237,Sunday,Evening,SummerBreak,"comedy, funny, relatable, sketch",Thanks for this!,87996.6,Mid,Summer,11.05.2025,2025-05,POV: Budget,11,0,26.8,0.744,Samsung,External,1,b62ecf4822e5753164dc2f374bbef8e0,6724,0.046295,0.00188,60.21,0.0462950526080143,0.0070920080591,0.0036713678083725
TikTok,France,Europe,French,Fitness,#Pets,Morning Routine — Beginners,BeyondMedia,original,Hype trap,34,65,49726,3224,355,401,565,0.091401,seasonal,TikTok Creative Center,storytime,Web,2,Pets,37,Evergreen,1343.95,124,0.007139,0.008064,0.011362,25.792,Monday,Night,BackToSchool,"pets, dogs, cats",Je ne peux pas m’arrêter de regarder 😂,99253.8,Mid,Fall,18.08.2025,2025-08,Dog fails you can’t miss,24,0,33.2,0.511,Desktop,ForYou,0,f36bd9f6e7d98ecb547b0d25e92e6f49,4545,0.064835,0.002494,91.401,0.0648352974299159,0.007139122390701,0.0080641917709045
YouTube,Egypt,Africa,Arabic,Automotive,#DogTok,Night Routine — Summer,ChannelNoor,original,Highway synth,35,56,60075,2648,308,291,170,0.056879,rising,Public Reports,b-roll heavy,Android,18,Pets,6,Short,10012.5,366,0.005127,0.004844,0.00283,7.215259,Friday,Evening,Regular,"cute, pets, cats, dogs",تحفة بصراحة!,89037.7,Mid,Winter,29.08.2025,2025-08,My cat did this 😂,17,1,24.9,0.445,Samsung,Home,1,56e63ae8ff2ed290a39ea04376f4190d,3417,0.044078,0.006092,56.879,0.0440782355389096,0.0051269246774864,0.0048439450686641
YouTube,France,Europe,French,DIY,#DanceChallenge,Morning Routine — Beginners,DrLucas,original,Tape measure click,20,90,100707,6209,707,391,386,0.07639,declining,Public Reports,subtitles,Android,20,Dance,5,Short,20141.4,594,0.00702,0.003883,0.003833,10.435294,Friday,Evening,SummerBreak,"challenge, trend, dance",Je ne peux pas m’arrêter de regarder 😂,116369.7,Mid,Summer,16.05.2025,2025-05,New Dance Challenge!,20,0,63.4,0.704,iPhone,Home,1,f8bbdf2e1c153fadb6d349008fb8eb30,7693,0.061654,0.005898,76.39,0.0616541054742967,0.007020366012293,0.0038825503688919
YouTube,India,Asia,Hindi,Education,#Travel,Street Food Tour in London,JiwooPro,original,Chalkboard beat,14,22,266168,8203,592,891,1677,0.042691,declining,TikTok Creative Center,tutorial overlay,Android,14,Travel,5,Short,53233.6,221,0.002224,0.003348,0.006301,36.95045,Friday,Afternoon,SummerBreak,"guide, food tour, vlog",Can’t stop watching 😂,89206.3,Mid,Summer,04.04.2025,2025-04,24 Hours in Istanbul,20,0,12.8,0.582,Samsung,Search,1,f65aad1ada4238a4e80bb28324fd054c,11363,0.030819,0.00083,42.691,0.030818881308046,0.0022241591776622,0.0033475098434071
YouTube,Kenya,Africa,Swahili,Fitness,#StudyWithMe,Morning Routine — College,BeyondHub,licensed,HIIT drums,2,24,55056,2474,408,305,331,0.063899,declining,TikTok Creative Center,meme template,iOS,19,Education,6,Short,9176.0,284,0.007411,0.00554,0.006012,8.680702,Saturday,Evening,Regular,"study, productivity, tips, notes, learn",Can’t stop watching 😂,108139.9,Mid,Spring,11.01.2025,2025-01,How I Take Notes for Budget,27,0,17.7,0.737,iPhone,Home,1,59b64cb5476ea1d84f6da271257d1723,3518,0.044936,0.005158,63.899,0.0449360650973554,0.0074106364428945,0.0055398140075559
TikTok,Turkey,Europe,Turkish,Comedy,#FYP,Morning Routine — 2025,VividVision,trending,Quirky jingle,4,53,125957,15765,1201,1159,1475,0.155609,stable,Public Reports,emoji overlays,Android,23,Sports,15,Medium,8397.13,226,0.009535,0.009202,0.01171,69.449339,Tuesday,Night,SummerBreak,"sports, football, gym, workout",Can’t stop watching 😂,93727.3,Mid,Summer,21.01.2025,2025-01,Football skills in 60s 🏖️,25,1,28.2,0.532,Samsung,ForYou,0,e1e18b0e9b1e9b3561f656b1be43157e,19600,0.125162,0.001794,155.609,0.125161761553546,0.009535000039696,0.009201552910914
YouTube,South Africa,Africa,English,Gaming,#DanceChallenge,Night Routine — College,LiamTV,original,Boss fight theme,15,66,26611,1476,218,121,95,0.071775,stable,TikTok Creative Center,emoji overlays,iOS,20,Dance,4,Short,6652.75,172,0.008192,0.004547,0.00357,8.531792,Thursday,Evening,Regular,"music, challenge, dance, trend",So underrated!,87413.2,Mid,Spring,10.04.2025,2025-04,Try this move 👉,15,0,39.7,0.602,iPhone,Home,0,86972d38a3dd8a283e3b1742d31fa004,1910,0.055466,0.006463,71.775,0.0554657848258239,0.0081921010108601,0.0045469918454774
TikTok,Canada,North America,English,Beauty,#Music,I flipped this sample,YoussefShorts,licensed,Ambient glow,33,48,587728,32092,2856,3346,2785,0.069895,seasonal,TikTok Creative Center,greenscreen,Android,22,Music,6,Short,97954.67,719,0.004859,0.005693,0.004739,44.572222,Friday,Evening,SummerBreak,"beat, cover, song",So underrated!,121071.3,Mid,Summer,15.08.2025,2025-08,Underrated artists to hear,26,0,40.2,0.838,Samsung,ForYou,1,1edf422717e3531f61cc77cfaa72f880,41079,0.054603,0.001223,69.895,0.0546034900498189,0.0048593907385729,0.0056931097378379
YouTube,South Africa,Africa,English,Automotive,#OOTD,GRWM: Beginners Edition,TravelByJames,original,Highway synth,20,24,13933,536,72,42,34,0.049092,stable,TikTok Creative Center,fast captions,Android,14,Fashion,23,Evergreen,605.78,57,0.005168,0.003014,0.00244,9.241379,Friday,Afternoon,Regular,"fashion, grwm, style",Instant like!,97289.6,Mid,Winter,16.05.2025,2025-05,GRWM: Office Edition,20,0,15.0,0.625,Xiaomi,Home,1,8754a579712c575933122a5201652d1b,684,0.03847,0.004091,49.092,0.0384698198521495,0.0051675877413335,0.0030144261824445
TikTok,Poland,Europe,Polish,Sports,#FYP,New Patch Tips for Fortnite,ChannelNoor,licensed,Stadium chant,24,29,70959,5229,543,449,327,0.092279,declining,TikTok Creative Center,fast captions,Android,17,Gaming,6,Short,11826.5,113,0.007652,0.006328,0.004608,45.868421,Saturday,Evening,HolidaySeason,"gaming, highlights, clips, valorant, esports",This is fire 🔥,89037.7,Mid,Winter,14.06.2025,2025-06,Insane Valorant Highlights!,27,0,18.6,0.641,Vivo,Search,1,7d3880c47c4ff79b89871872ec4103f7,6548,0.07369,0.001592,92.279,0.0736904409588635,0.0076523062613621,0.0063275976267985
YouTube,Japan,Asia,Japanese,Fitness,#LifeHacks,Weekly Reset — Productivity,VividMedia,licensed,HIIT drums,28,47,27242,1395,100,123,248,0.068497,stable,TikTok Creative Center,greenscreen,iOS,14,DIY,31,Evergreen,878.77,182,0.003671,0.004515,0.009104,7.622951,Monday,Afternoon,Regular,"diy, craft, how to, makeover",最高です！,91145.8,Mid,Winter,07.07.2025,2025-07,I built a desk with cardboard,29,0,31.9,0.679,Pixel,Home,0,d844af2b7794c7634841aa9e22abbae8,1866,0.051208,0.006681,68.497,0.0512076940019088,0.0036708024374128,0.0045150869980177
